trade_id,market,seed,system,query_ticker,decision_date,execution_date,neighbor_rank,neighbor_market,neighbor_ticker,neighbor_date,cosine_similarity,normalized_weight,realized_return_63d,realized_drawdown_63d,clean_normalized_weight,clean_neighbor_rank
TRD_France_7_P3_011,France,7,P3,RI.PA,2024-06-13,2024-06-14,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_France_7_P3_011,France,7,P3,RI.PA,2024-06-13,2024-06-14,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_France_7_P3_011,France,7,P3,RI.PA,2024-06-13,2024-06-14,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_France_7_P3_011,France,7,P3,RI.PA,2024-06-13,2024-06-14,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_France_7_P3_011,France,7,P3,RI.PA,2024-06-13,2024-06-14,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_France_7_P3_011,France,7,P3,RI.PA,2024-06-13,2024-06-14,25,Brazil,RENT3.SA,2015-04-23,0.815,0.016,-0.2476,-0.2585,0.02,20
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,15,Brazil,B3SA3.SA,2014-10-10,0.8296,0.0413,-0.2192,-0.2749,0.05162500000000001,10
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,16,Brazil,EQTL3.SA,2014-10-29,0.8281,0.0387,0.0969,-0.0255,0.048375,11
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,17,Brazil,FLRY3.SA,2014-11-17,0.8267,0.0362,-0.0622,-0.1402,0.045250000000000005,12
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,18,Brazil,ITUB4.SA,2014-12-05,0.8252,0.0337,-0.0578,-0.1358,0.042125,13
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,19,Brazil,KLBN11.SA,2016-01-22,0.8237,0.0312,-0.0672,-0.2152,0.039,14
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_France_7_P3_012,France,7,P3,TEP.PA,2024-06-14,2024-06-17,25,Brazil,RENT3.SA,2015-04-23,0.815,0.016,-0.2476,-0.2585,0.02,20
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,15,Brazil,B3SA3.SA,2014-10-10,0.8296,0.0413,-0.2192,-0.2749,0.05162500000000001,10
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,16,Brazil,EQTL3.SA,2014-10-29,0.8281,0.0387,0.0969,-0.0255,0.048375,11
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,17,Brazil,FLRY3.SA,2014-11-17,0.8267,0.0362,-0.0622,-0.1402,0.045250000000000005,12
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,18,Brazil,ITUB4.SA,2014-12-05,0.8252,0.0337,-0.0578,-0.1358,0.042125,13
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,19,Brazil,KLBN11.SA,2016-01-22,0.8237,0.0312,-0.0672,-0.2152,0.039,14
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_France_7_P3_013,France,7,P3,WLN.PA,2024-07-24,2024-07-25,25,Brazil,RENT3.SA,2015-04-23,0.815,0.016,-0.2476,-0.2585,0.02,20
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,15,Brazil,B3SA3.SA,2014-10-10,0.8296,0.0413,-0.2192,-0.2749,0.05162500000000001,10
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,16,Brazil,EQTL3.SA,2014-10-29,0.8281,0.0387,0.0969,-0.0255,0.048375,11
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,17,Brazil,FLRY3.SA,2014-11-17,0.8267,0.0362,-0.0622,-0.1402,0.045250000000000005,12
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,18,Brazil,ITUB4.SA,2014-12-05,0.8252,0.0337,-0.0578,-0.1358,0.042125,13
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,19,Brazil,KLBN11.SA,2016-01-22,0.8237,0.0312,-0.0672,-0.2152,0.039,14
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_France_7_P3_014,France,7,P3,WLN.PA,2024-08-06,2024-08-07,25,Brazil,RENT3.SA,2015-04-23,0.815,0.016,-0.2476,-0.2585,0.02,20
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,15,Brazil,B3SA3.SA,2014-10-10,0.8296,0.0413,-0.2192,-0.2749,0.05162500000000001,10
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,16,Brazil,EQTL3.SA,2014-10-29,0.8281,0.0387,0.0969,-0.0255,0.048375,11
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,17,Brazil,FLRY3.SA,2014-11-17,0.8267,0.0362,-0.0622,-0.1402,0.045250000000000005,12
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,18,Brazil,ITUB4.SA,2014-12-05,0.8252,0.0337,-0.0578,-0.1358,0.042125,13
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,19,Brazil,KLBN11.SA,2016-01-22,0.8237,0.0312,-0.0672,-0.2152,0.039,14
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_France_7_P3_015,France,7,P3,CAP.PA,2024-08-06,2024-08-07,25,Brazil,RENT3.SA,2015-04-23,0.815,0.016,-0.2476,-0.2585,0.02,20
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,15,Brazil,B3SA3.SA,2014-10-10,0.8296,0.0413,-0.2192,-0.2749,0.05162500000000001,10
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,16,Brazil,EQTL3.SA,2014-10-29,0.8281,0.0387,0.0969,-0.0255,0.048375,11
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,17,Brazil,FLRY3.SA,2014-11-17,0.8267,0.0362,-0.0622,-0.1402,0.045250000000000005,12
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,18,Brazil,ITUB4.SA,2014-12-05,0.8252,0.0337,-0.0578,-0.1358,0.042125,13
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,19,Brazil,KLBN11.SA,2016-01-22,0.8237,0.0312,-0.0672,-0.2152,0.039,14
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_France_7_P3_016,France,7,P3,ML.PA,2024-09-10,2024-09-11,25,Brazil,RENT3.SA,2015-04-23,0.815,0.016,-0.2476,-0.2585,0.02,20
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,15,Brazil,B3SA3.SA,2014-10-10,0.8296,0.0413,-0.2192,-0.2749,0.05162500000000001,10
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,16,Brazil,EQTL3.SA,2014-10-29,0.8281,0.0387,0.0969,-0.0255,0.048375,11
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,17,Brazil,FLRY3.SA,2014-11-17,0.8267,0.0362,-0.0622,-0.1402,0.045250000000000005,12
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,18,Brazil,ITUB4.SA,2014-12-05,0.8252,0.0337,-0.0578,-0.1358,0.042125,13
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,19,Brazil,KLBN11.SA,2016-01-22,0.8237,0.0312,-0.0672,-0.2152,0.039,14
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_France_7_P3_017,France,7,P3,WLN.PA,2024-09-13,2024-09-16,25,Brazil,RENT3.SA,2015-04-23,0.815,0.016,-0.2476,-0.2585,0.02,20
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,15,Brazil,B3SA3.SA,2014-10-10,0.8296,0.0413,-0.2192,-0.2749,0.05162500000000001,10
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,16,Brazil,EQTL3.SA,2014-10-29,0.8281,0.0387,0.0969,-0.0255,0.048375,11
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,17,Brazil,FLRY3.SA,2014-11-17,0.8267,0.0362,-0.0622,-0.1402,0.045250000000000005,12
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,18,Brazil,ITUB4.SA,2014-12-05,0.8252,0.0337,-0.0578,-0.1358,0.042125,13
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,19,Brazil,KLBN11.SA,2016-01-22,0.8237,0.0312,-0.0672,-0.2152,0.039,14
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_France_7_P3_018,France,7,P3,WLN.PA,2024-10-24,2024-10-25,25,Brazil,RENT3.SA,2015-04-23,0.815,0.016,-0.2476,-0.2585,0.02,20
TRD_France_7_P3_019,France,7,P3,DSY.PA,2024-10-24,2024-10-25,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_France_7_P3_019,France,7,P3,DSY.PA,2024-10-24,2024-10-25,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_France_7_P3_019,France,7,P3,DSY.PA,2024-10-24,2024-10-25,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_France_7_P3_019,France,7,P3,DSY.PA,2024-10-24,2024-10-25,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_France_7_P3_019,France,7,P3,DSY.PA,2024-10-24,2024-10-25,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_France_7_P3_019,France,7,P3,DSY.PA,2024-10-24,2024-10-25,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_France_7_P3_019,France,7,P3,DSY.PA,2024-10-24,2024-10-25,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_France_7_P3_019,France,7,P3,DSY.PA,2024-10-24,2024-10-25,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
