sample_id,market,ticker,sequence_start_date,sequence_end_date,target_252_maturity_date,split_cutoff_date,label_horizon_exceeds_cutoff,purged,status
SPL_02704,US,AMD,2018-03-19,2018-06-14,2019-06-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_02705,US,AMD,2018-03-21,2018-06-18,2019-06-05,2020-12-31,0,0,RETAINED_TRAIN
SPL_02706,US,AMD,2018-03-23,2018-06-20,2019-06-07,2020-12-31,0,0,RETAINED_TRAIN
SPL_02707,US,AMD,2018-03-27,2018-06-22,2019-06-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_02708,US,AMD,2018-03-29,2018-06-26,2019-06-13,2020-12-31,0,0,RETAINED_TRAIN
SPL_02709,US,AMD,2018-04-02,2018-06-28,2019-06-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_02710,US,AMD,2018-04-04,2018-07-02,2019-06-19,2020-12-31,0,0,RETAINED_TRAIN
SPL_02711,US,AMD,2018-04-06,2018-07-04,2019-06-21,2020-12-31,0,0,RETAINED_TRAIN
SPL_02712,US,AMD,2018-04-10,2018-07-06,2019-06-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_02713,US,AMD,2018-04-12,2018-07-10,2019-06-27,2020-12-31,0,0,RETAINED_TRAIN
SPL_02714,US,AMD,2018-04-16,2018-07-12,2019-07-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_02715,US,AMD,2018-04-18,2018-07-16,2019-07-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_02716,US,AMD,2018-04-20,2018-07-18,2019-07-05,2020-12-31,0,0,RETAINED_TRAIN
SPL_02717,US,AMD,2018-04-24,2018-07-20,2019-07-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_02718,US,AMD,2018-04-26,2018-07-24,2019-07-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_02719,US,AMD,2018-04-30,2018-07-26,2019-07-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_02720,US,AMD,2018-05-02,2018-07-30,2019-07-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_02721,US,AMD,2018-05-04,2018-08-01,2019-07-19,2020-12-31,0,0,RETAINED_TRAIN
SPL_02722,US,AMD,2018-05-08,2018-08-03,2019-07-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_02723,US,AMD,2018-05-10,2018-08-07,2019-07-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_02724,US,AMD,2018-05-14,2018-08-09,2019-07-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_02725,US,AMD,2018-05-16,2018-08-13,2019-07-31,2020-12-31,0,0,RETAINED_TRAIN
SPL_02726,US,AMD,2018-05-18,2018-08-15,2019-08-02,2020-12-31,0,0,RETAINED_TRAIN
SPL_02727,US,AMD,2018-05-22,2018-08-17,2019-08-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_02728,US,AMD,2018-05-24,2018-08-21,2019-08-08,2020-12-31,0,0,RETAINED_TRAIN
SPL_02729,US,AMD,2018-05-28,2018-08-23,2019-08-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_02730,US,AMD,2018-05-30,2018-08-27,2019-08-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_02731,US,AMD,2018-06-01,2018-08-29,2019-08-16,2020-12-31,0,0,RETAINED_TRAIN
SPL_02732,US,AMD,2018-06-05,2018-08-31,2019-08-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_02733,US,AMD,2018-06-07,2018-09-04,2019-08-22,2020-12-31,0,0,RETAINED_TRAIN
SPL_02734,US,AMD,2018-06-11,2018-09-06,2019-08-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_02735,US,AMD,2018-06-13,2018-09-10,2019-08-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_02736,US,AMD,2018-06-15,2018-09-12,2019-08-30,2020-12-31,0,0,RETAINED_TRAIN
SPL_02737,US,AMD,2018-06-19,2018-09-14,2019-09-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_02738,US,AMD,2018-06-21,2018-09-18,2019-09-05,2020-12-31,0,0,RETAINED_TRAIN
SPL_02739,US,AMD,2018-06-25,2018-09-20,2019-09-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_02740,US,AMD,2018-06-27,2018-09-24,2019-09-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_02741,US,AMD,2018-06-29,2018-09-26,2019-09-13,2020-12-31,0,0,RETAINED_TRAIN
SPL_02742,US,AMD,2018-07-03,2018-09-28,2019-09-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_02743,US,AMD,2018-07-05,2018-10-02,2019-09-19,2020-12-31,0,0,RETAINED_TRAIN
SPL_02744,US,AMD,2018-07-09,2018-10-04,2019-09-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_02745,US,AMD,2018-07-11,2018-10-08,2019-09-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_02746,US,AMD,2018-07-13,2018-10-10,2019-09-27,2020-12-31,0,0,RETAINED_TRAIN
SPL_02747,US,AMD,2018-07-17,2018-10-12,2019-10-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_02748,US,AMD,2018-07-19,2018-10-16,2019-10-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_02749,US,AMD,2018-07-23,2018-10-18,2019-10-07,2020-12-31,0,0,RETAINED_TRAIN
SPL_02750,US,AMD,2018-07-25,2018-10-22,2019-10-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_02751,US,AMD,2018-07-27,2018-10-24,2019-10-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_02752,US,AMD,2018-07-31,2018-10-26,2019-10-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_02753,US,AMD,2018-08-02,2018-10-30,2019-10-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_02754,US,AMD,2018-08-06,2018-11-01,2019-10-21,2020-12-31,0,0,RETAINED_TRAIN
SPL_02755,US,AMD,2018-08-08,2018-11-05,2019-10-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_02756,US,AMD,2018-08-10,2018-11-07,2019-10-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_02757,US,AMD,2018-08-14,2018-11-09,2019-10-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_02758,US,AMD,2018-08-16,2018-11-13,2019-10-31,2020-12-31,0,0,RETAINED_TRAIN
SPL_02759,US,AMD,2018-08-20,2018-11-15,2019-11-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_02760,US,AMD,2018-08-22,2018-11-19,2019-11-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_02761,US,AMD,2018-08-24,2018-11-21,2019-11-08,2020-12-31,0,0,RETAINED_TRAIN
SPL_02762,US,AMD,2018-08-28,2018-11-23,2019-11-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_02763,US,AMD,2018-08-30,2018-11-27,2019-11-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_02764,US,AMD,2018-09-03,2018-11-29,2019-11-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_02765,US,AMD,2018-09-05,2018-12-03,2019-11-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_02766,US,AMD,2018-09-07,2018-12-05,2019-11-22,2020-12-31,0,0,RETAINED_TRAIN
SPL_02767,US,AMD,2018-09-11,2018-12-07,2019-11-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_02768,US,AMD,2018-09-13,2018-12-11,2019-11-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_02769,US,AMD,2018-09-17,2018-12-13,2019-12-02,2020-12-31,0,0,RETAINED_TRAIN
SPL_02770,US,AMD,2018-09-19,2018-12-17,2019-12-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_02771,US,AMD,2018-09-21,2018-12-19,2019-12-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_02772,US,AMD,2018-09-25,2018-12-21,2019-12-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_02773,US,AMD,2018-09-27,2018-12-25,2019-12-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_02774,US,AMD,2018-10-01,2018-12-27,2019-12-16,2020-12-31,0,0,RETAINED_TRAIN
SPL_02775,US,AMD,2018-10-03,2018-12-31,2019-12-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_02776,US,AMD,2018-10-05,2019-01-02,2019-12-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_02777,US,AMD,2018-10-09,2019-01-04,2019-12-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_02778,US,AMD,2018-10-11,2019-01-08,2019-12-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_02779,US,AMD,2018-10-15,2019-01-10,2019-12-30,2020-12-31,0,0,RETAINED_TRAIN
SPL_02780,US,AMD,2018-10-17,2019-01-14,2020-01-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_02781,US,AMD,2018-10-19,2019-01-16,2020-01-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_02782,US,AMD,2018-10-23,2019-01-18,2020-01-07,2020-12-31,0,0,RETAINED_TRAIN
SPL_02783,US,AMD,2018-10-25,2019-01-22,2020-01-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_02784,US,AMD,2018-10-29,2019-01-24,2020-01-13,2020-12-31,0,0,RETAINED_TRAIN
SPL_02785,US,AMD,2018-10-31,2019-01-28,2020-01-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_02786,US,AMD,2018-11-02,2019-01-30,2020-01-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_02787,US,AMD,2018-11-06,2019-02-01,2020-01-21,2020-12-31,0,0,RETAINED_TRAIN
SPL_02788,US,AMD,2018-11-08,2019-02-05,2020-01-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_02789,US,AMD,2018-11-12,2019-02-07,2020-01-27,2020-12-31,0,0,RETAINED_TRAIN
SPL_02790,US,AMD,2018-11-14,2019-02-11,2020-01-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_02791,US,AMD,2018-11-16,2019-02-13,2020-01-31,2020-12-31,0,0,RETAINED_TRAIN
SPL_02792,US,AMD,2018-11-20,2019-02-15,2020-02-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_02793,US,AMD,2018-11-22,2019-02-19,2020-02-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_02794,US,AMD,2018-11-26,2019-02-21,2020-02-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_02795,US,AMD,2018-11-28,2019-02-25,2020-02-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_02796,US,AMD,2018-11-30,2019-02-27,2020-02-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_02797,US,AMD,2018-12-04,2019-03-01,2020-02-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_02798,US,AMD,2018-12-06,2019-03-05,2020-02-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_02799,US,AMD,2018-12-10,2019-03-07,2020-02-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_02800,US,AMD,2018-12-12,2019-03-11,2020-02-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_02801,US,AMD,2018-12-14,2019-03-13,2020-02-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_02802,US,AMD,2018-12-18,2019-03-15,2020-03-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_02803,US,AMD,2018-12-20,2019-03-19,2020-03-05,2020-12-31,0,0,RETAINED_TRAIN
SPL_02804,US,AMD,2018-12-24,2019-03-21,2020-03-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_02805,US,AMD,2018-12-26,2019-03-25,2020-03-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_02806,US,AMD,2018-12-28,2019-03-27,2020-03-13,2020-12-31,0,0,RETAINED_TRAIN
SPL_02807,US,AMD,2019-01-01,2019-03-29,2020-03-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_02808,US,AMD,2019-01-03,2019-04-02,2020-03-19,2020-12-31,0,0,RETAINED_TRAIN
SPL_02809,US,AMD,2019-01-07,2019-04-04,2020-03-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_02810,US,AMD,2019-01-09,2019-04-08,2020-03-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_02811,US,AMD,2019-01-11,2019-04-10,2020-03-27,2020-12-31,0,0,RETAINED_TRAIN
SPL_02812,US,AMD,2019-01-15,2019-04-12,2020-03-31,2020-12-31,0,0,RETAINED_TRAIN
SPL_02813,US,AMD,2019-01-17,2019-04-16,2020-04-02,2020-12-31,0,0,RETAINED_TRAIN
SPL_02814,US,AMD,2019-01-21,2019-04-18,2020-04-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_02815,US,AMD,2019-01-23,2019-04-22,2020-04-08,2020-12-31,0,0,RETAINED_TRAIN
SPL_02816,US,AMD,2019-01-25,2019-04-24,2020-04-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_02817,US,AMD,2019-01-29,2019-04-26,2020-04-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_02818,US,AMD,2019-01-31,2019-04-30,2020-04-16,2020-12-31,0,0,RETAINED_TRAIN
SPL_02819,US,AMD,2019-02-04,2019-05-02,2020-04-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_02820,US,AMD,2019-02-06,2019-05-06,2020-04-22,2020-12-31,0,0,RETAINED_TRAIN
SPL_02821,US,AMD,2019-02-08,2019-05-08,2020-04-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_02822,US,AMD,2019-02-12,2019-05-10,2020-04-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_02823,US,AMD,2019-02-14,2019-05-14,2020-04-30,2020-12-31,0,0,RETAINED_TRAIN
SPL_02824,US,AMD,2019-02-18,2019-05-16,2020-05-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_02825,US,AMD,2019-02-20,2019-05-20,2020-05-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_02826,US,AMD,2019-02-22,2019-05-22,2020-05-08,2020-12-31,0,0,RETAINED_TRAIN
SPL_02827,US,AMD,2019-02-26,2019-05-24,2020-05-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_02828,US,AMD,2019-02-28,2019-05-28,2020-05-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_02829,US,AMD,2019-03-04,2019-05-30,2020-05-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_02830,US,AMD,2019-03-06,2019-06-03,2020-05-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_02831,US,AMD,2019-03-08,2019-06-05,2020-05-22,2020-12-31,0,0,RETAINED_TRAIN
SPL_02832,US,AMD,2019-03-12,2019-06-07,2020-05-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_02833,US,AMD,2019-03-14,2019-06-11,2020-05-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_02834,US,AMD,2019-03-18,2019-06-13,2020-06-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_02835,US,AMD,2019-03-20,2019-06-17,2020-06-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_02836,US,AMD,2019-03-22,2019-06-19,2020-06-05,2020-12-31,0,0,RETAINED_TRAIN
SPL_02837,US,AMD,2019-03-26,2019-06-21,2020-06-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_02838,US,AMD,2019-03-28,2019-06-25,2020-06-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_02839,US,AMD,2019-04-01,2019-06-27,2020-06-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_02840,US,AMD,2019-04-03,2019-07-01,2020-06-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_02841,US,AMD,2019-04-05,2019-07-03,2020-06-19,2020-12-31,0,0,RETAINED_TRAIN
SPL_02842,US,AMD,2019-04-09,2019-07-05,2020-06-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_02843,US,AMD,2019-04-11,2019-07-09,2020-06-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_02844,US,AMD,2019-04-15,2019-07-11,2020-06-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_02845,US,AMD,2019-04-17,2019-07-15,2020-07-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_02846,US,AMD,2019-04-19,2019-07-17,2020-07-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_02847,US,AMD,2019-04-23,2019-07-19,2020-07-07,2020-12-31,0,0,RETAINED_TRAIN
SPL_02848,US,AMD,2019-04-25,2019-07-23,2020-07-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_02849,US,AMD,2019-04-29,2019-07-25,2020-07-13,2020-12-31,0,0,RETAINED_TRAIN
SPL_02850,US,AMD,2019-05-01,2019-07-29,2020-07-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_02851,US,AMD,2019-05-03,2019-07-31,2020-07-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_02852,US,AMD,2019-05-07,2019-08-02,2020-07-21,2020-12-31,0,0,RETAINED_TRAIN
SPL_02853,US,AMD,2019-05-09,2019-08-06,2020-07-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_02854,US,AMD,2019-05-13,2019-08-08,2020-07-27,2020-12-31,0,0,RETAINED_TRAIN
SPL_02855,US,AMD,2019-05-15,2019-08-12,2020-07-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_02856,US,AMD,2019-05-17,2019-08-14,2020-07-31,2020-12-31,0,0,RETAINED_TRAIN
SPL_02857,US,AMD,2019-05-21,2019-08-16,2020-08-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_02858,US,AMD,2019-05-23,2019-08-20,2020-08-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_02859,US,AMD,2019-05-27,2019-08-22,2020-08-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_02860,US,AMD,2019-05-29,2019-08-26,2020-08-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_02861,US,AMD,2019-05-31,2019-08-28,2020-08-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_02862,US,AMD,2019-06-04,2019-08-30,2020-08-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_02863,US,AMD,2019-06-06,2019-09-03,2020-08-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_02864,US,AMD,2019-06-10,2019-09-05,2020-08-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_02865,US,AMD,2019-06-12,2019-09-09,2020-08-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_02866,US,AMD,2019-06-14,2019-09-11,2020-08-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_02867,US,AMD,2019-06-18,2019-09-13,2020-09-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_02868,US,AMD,2019-06-20,2019-09-17,2020-09-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_02869,US,AMD,2019-06-24,2019-09-19,2020-09-07,2020-12-31,0,0,RETAINED_TRAIN
SPL_02870,US,AMD,2019-06-26,2019-09-23,2020-09-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_02871,US,AMD,2019-06-28,2019-09-25,2020-09-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_02872,US,AMD,2019-07-02,2019-09-27,2020-09-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_02873,US,AMD,2019-07-04,2019-10-01,2020-09-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_02874,US,AMD,2019-07-08,2019-10-03,2020-09-21,2020-12-31,0,0,RETAINED_TRAIN
SPL_02875,US,AMD,2019-07-10,2019-10-07,2020-09-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_02876,US,AMD,2019-07-12,2019-10-09,2020-09-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_02877,US,AMD,2019-07-16,2019-10-11,2020-09-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_02878,US,AMD,2019-07-18,2019-10-15,2020-10-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_02879,US,AMD,2019-07-22,2019-10-17,2020-10-05,2020-12-31,0,0,RETAINED_TRAIN
SPL_02880,US,AMD,2019-07-24,2019-10-21,2020-10-07,2020-12-31,0,0,RETAINED_TRAIN
SPL_02881,US,AMD,2019-07-26,2019-10-23,2020-10-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_02882,US,AMD,2019-07-30,2019-10-25,2020-10-13,2020-12-31,0,0,RETAINED_TRAIN
SPL_02883,US,AMD,2019-08-01,2019-10-29,2020-10-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_02884,US,AMD,2019-08-05,2019-10-31,2020-10-19,2020-12-31,0,0,RETAINED_TRAIN
SPL_02885,US,AMD,2019-08-07,2019-11-04,2020-10-21,2020-12-31,0,0,RETAINED_TRAIN
SPL_02886,US,AMD,2019-08-09,2019-11-06,2020-10-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_02887,US,AMD,2019-08-13,2019-11-08,2020-10-27,2020-12-31,0,0,RETAINED_TRAIN
SPL_02888,US,AMD,2019-08-15,2019-11-12,2020-10-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_02889,US,AMD,2019-08-19,2019-11-14,2020-11-02,2020-12-31,0,0,RETAINED_TRAIN
SPL_02890,US,AMD,2019-08-21,2019-11-18,2020-11-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_02891,US,AMD,2019-08-23,2019-11-20,2020-11-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_02892,US,AMD,2019-08-27,2019-11-22,2020-11-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_02893,US,AMD,2019-08-29,2019-11-26,2020-11-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_02894,US,AMD,2019-09-02,2019-11-28,2020-11-16,2020-12-31,0,0,RETAINED_TRAIN
SPL_02895,US,AMD,2019-09-04,2019-12-02,2020-11-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_02896,US,AMD,2019-09-06,2019-12-04,2020-11-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_02897,US,AMD,2019-09-10,2019-12-06,2020-11-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_02898,US,AMD,2019-09-12,2019-12-10,2020-11-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_02899,US,AMD,2019-09-16,2019-12-12,2020-11-30,2020-12-31,0,0,RETAINED_TRAIN
SPL_02900,US,AMD,2019-09-18,2019-12-16,2020-12-02,2020-12-31,0,0,RETAINED_TRAIN
SPL_02901,US,AMD,2019-09-20,2019-12-18,2020-12-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_02902,US,AMD,2019-09-24,2019-12-20,2020-12-08,2020-12-31,0,0,RETAINED_TRAIN
SPL_02903,US,AMD,2019-09-26,2019-12-24,2020-12-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_02904,US,AMD,2019-09-30,2019-12-26,2020-12-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_02905,US,AMD,2019-10-02,2019-12-30,2020-12-16,2020-12-31,0,0,RETAINED_TRAIN
SPL_02906,US,AMD,2019-10-04,2020-01-01,2020-12-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_02907,US,AMD,2019-10-08,2020-01-03,2020-12-22,2020-12-31,0,0,RETAINED_TRAIN
SPL_02908,US,AMD,2019-10-10,2020-01-07,2020-12-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_02909,US,AMD,2019-10-14,2020-01-09,2020-12-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_02910,US,AMD,2019-10-16,2020-01-13,2020-12-30,2020-12-31,0,0,RETAINED_TRAIN
SPL_02911,US,AMD,2019-10-18,2020-01-15,2021-01-01,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02912,US,AMD,2019-10-22,2020-01-17,2021-01-04,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02913,US,AMD,2019-10-24,2020-01-21,2021-01-07,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02914,US,AMD,2019-10-28,2020-01-23,2021-01-09,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02915,US,AMD,2019-10-30,2020-01-27,2021-01-12,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02916,US,AMD,2019-11-01,2020-01-29,2021-01-15,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02917,US,AMD,2019-11-05,2020-01-31,2021-01-18,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02918,US,AMD,2019-11-07,2020-02-04,2021-01-21,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02919,US,AMD,2019-11-11,2020-02-06,2021-01-23,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02920,US,AMD,2019-11-13,2020-02-10,2021-01-26,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02921,US,AMD,2019-11-15,2020-02-12,2021-01-29,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02922,US,AMD,2019-11-19,2020-02-14,2021-02-01,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02923,US,AMD,2019-11-21,2020-02-18,2021-02-04,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02924,US,AMD,2019-11-25,2020-02-20,2021-02-06,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02925,US,AMD,2019-11-27,2020-02-24,2021-02-09,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02926,US,AMD,2019-11-29,2020-02-26,2021-02-12,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02927,US,AMD,2019-12-03,2020-02-28,2021-02-15,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02928,US,AMD,2019-12-05,2020-03-03,2021-02-18,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02929,US,AMD,2019-12-09,2020-03-05,2021-02-20,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02930,US,AMD,2019-12-11,2020-03-09,2021-02-23,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02931,US,AMD,2019-12-13,2020-03-11,2021-02-26,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02932,US,AMD,2019-12-17,2020-03-13,2021-03-01,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02933,US,AMD,2019-12-19,2020-03-17,2021-03-03,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02934,US,AMD,2019-12-23,2020-03-19,2021-03-06,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02935,US,AMD,2019-12-25,2020-03-23,2021-03-09,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02936,US,AMD,2019-12-27,2020-03-25,2021-03-12,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02937,US,AMD,2019-12-31,2020-03-27,2021-03-15,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02938,US,AMD,2020-01-02,2020-03-31,2021-03-18,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02939,US,AMD,2020-01-06,2020-04-02,2021-03-20,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02940,US,AMD,2020-01-08,2020-04-06,2021-03-23,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02941,US,AMD,2020-01-10,2020-04-08,2021-03-26,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02942,US,AMD,2020-01-14,2020-04-10,2021-03-29,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02943,US,AMD,2020-01-16,2020-04-14,2021-04-01,2020-12-31,1,1,PURGED_CAUSAL_GUARD
SPL_02944,US,AMD,2020-01-20,2020-04-16,2021-04-03,2020-12-31,1,1,PURGED_CAUSAL_GUARD
